 unit--timestamp[ms];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
656;-29;29;984;1647;-1281;-366;
660;-29;29;984;1647;-1281;-366;
664;-29;25;980;793;-915;-366;
668;-29;25;980;793;-915;-366;
672;-29;25;980;793;-915;-366;
676;-29;25;976;549;-793;-366;
680;-29;25;976;549;-793;-366;
684;-29;25;976;488;-976;-427;
688;-32;25;973;488;-976;-427;
692;-32;25;973;488;-976;-427;
696;-33;24;975;366;-976;-366;
700;-33;24;975;366;-976;-366;
704;-33;24;975;366;-854;-366;
708;-28;26;979;366;-854;-366;
712;-28;26;979;366;-854;-366;
716;-29;25;974;183;-732;-366;
720;-29;25;974;183;-732;-366;
724;-32;23;972;122;-915;-305;
728;-32;23;972;122;-915;-305;
732;-32;23;972;122;-915;-305;
736;-30;25;977;366;-1098;-427;
740;-30;25;977;366;-1098;-427;
744;-30;25;977;427;-1037;-427;
748;-30;24;978;427;-1037;-427;
752;-30;24;978;427;-1037;-427;
756;-31;24;974;610;-976;-366;
760;-31;24;974;610;-976;-366;
764;-31;24;974;610;-976;-366;
768;-29;28;979;610;-976;-366;
772;-29;28;979;610;-976;-366;
776;-31;21;973;183;-732;-366;
780;-31;21;973;183;-732;-366;
784;-33;25;975;732;-671;-366;
788;-33;25;975;732;-671;-366;
792;-33;25;975;732;-671;-366;
796;-31;28;980;793;-610;-366;
800;-31;28;980;793;-610;-366;
804;-31;28;980;793;-610;-366;
808;-34;18;961;610;-732;-366;
812;-34;18;961;610;-732;-366;
816;-30;28;979;1647;-1098;-427;
820;-30;28;979;1647;-1098;-427;
824;-30;28;979;1647;-1098;-427;
828;-30;26;982;976;-488;-366;
832;-30;26;982;976;-488;-366;
836;-34;21;971;549;-427;-305;
840;-34;21;971;549;-427;-305;
844;-31;25;980;976;-610;-366;
848;-31;25;980;976;-610;-366;
852;-31;25;980;976;-610;-366;
856;-31;24;976;854;-488;-427;
860;-31;24;976;854;-488;-427;
864;-31;24;976;854;-488;-427;
868;-32;22;970;915;-610;-366;
872;-32;22;970;915;-610;-366;
876;-29;22;970;1159;-854;-366;
880;-29;22;970;1159;-854;-366;
884;-29;22;970;1159;-854;-366;
888;-31;24;973;1525;-976;-305;
892;-31;24;973;1525;-976;-305;
896;-29;25;976;1770;-1037;-305;
900;-29;25;976;1770;-1037;-305;
904;-29;26;978;1647;-854;-305;
908;-29;26;978;1647;-854;-305;
912;-29;26;978;976;-793;-427;
916;-30;27;981;976;-793;-427;
920;-30;27;981;976;-793;-427;
924;-30;27;981;976;-793;-427;
928;-32;26;976;488;-671;-366;
932;-32;26;976;488;-671;-366;
936;-30;24;973;183;-427;-366;
940;-30;24;973;183;-427;-366;
944;-30;24;973;183;-427;-366;
948;-31;24;974;183;-488;-427;
952;-31;24;974;183;-488;-427;
956;-32;23;972;488;-671;-305;
960;-32;23;972;488;-671;-305;
964;-32;24;971;732;-732;-366;
968;-32;24;971;732;-732;-366;
972;-32;24;971;732;-732;-366;
976;-30;24;971;1037;-976;-366;
980;-30;24;971;1037;-976;-366;
984;-30;24;971;1037;-976;-366;
988;-28;25;975;1342;-1098;-427;
992;-28;25;975;1342;-1098;-427;
996;-31;24;975;1342;-976;-305;
1000;-31;24;975;1342;-976;-305;
1004;-31;24;975;1342;-976;-305;
1008;-31;25;978;1281;-1037;-366;
1012;-31;25;978;1281;-1037;-366;
1016;-29;26;977;1098;-976;-305;
1020;-29;26;977;1098;-976;-305;
1024;-31;24;978;976;-915;-366;
1028;-31;24;978;976;-915;-366;
1032;-31;24;978;976;-915;-366;
1036;-30;25;977;732;-732;-366;
1040;-30;25;977;732;-732;-366;
1044;-30;25;977;732;-732;-366;
1048;-32;25;979;610;-793;-427;
1052;-32;25;979;610;-793;-427;
1056;-32;25;979;488;-793;-366;
1060;-32;25;979;488;-793;-366;
1064;-32;25;979;488;-793;-366;
1068;-30;25;974;549;-915;-366;
1072;-30;25;974;549;-915;-366;
1076;-32;25;972;366;-915;-366;
1080;-32;25;972;366;-915;-366;
1084;-29;24;977;366;-732;-305;
