 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
38946;-7;41;1027;-42;26;981;976;-671;-305;
38952;-13;41;1027;-41;24;980;854;-793;-244;
38958;-7;39;1023;-42;23;982;854;-732;-305;
38964;-9;42;1033;-42;23;982;854;-732;-305;
38970;-19;41;1033;-41;27;979;976;-610;-366;
38976;-15;37;1031;-41;27;979;976;-610;-366;
38982;-17;44;1035;-43;26;979;976;-610;-305;
38988;-15;42;1027;-43;26;979;915;-610;-244;
38994;-11;44;1027;-41;26;981;976;-671;-305;
39000;-13;41;1033;-41;26;982;976;-671;-305;
39006;-13;39;1029;-41;26;982;976;-671;-305;
39012;-15;35;1025;-41;24;981;976;-732;-244;
39018;-11;41;1033;-41;24;981;915;-671;-366;
39024;-9;35;1031;-41;25;976;915;-671;-366;
39030;-13;37;1027;-42;25;978;915;-671;-305;
39036;-15;39;1029;-42;25;978;915;-671;-305;
39042;-17;44;1029;-41;25;980;976;-671;-305;
39048;-17;37;1025;-41;25;980;976;-671;-366;
39054;-13;44;1025;-42;26;980;976;-671;-427;
39060;-15;46;1029;-43;25;981;976;-671;-427;
39066;-11;42;1023;-43;25;981;976;-671;-427;
39072;-13;41;1033;-41;24;982;976;-671;-305;
39078;-11;41;1031;-41;24;982;854;-671;-244;
39084;-9;41;1031;-40;23;982;854;-671;-244;
39090;-17;44;1027;-40;23;979;976;-671;-305;
39096;-15;37;1033;-40;23;979;976;-671;-305;
39102;-13;42;1027;-42;24;981;854;-671;-366;
39108;-13;37;1029;-42;24;981;976;-732;-366;
39114;-15;41;1027;-42;24;982;854;-671;-366;
39120;-21;41;1027;-43;24;978;915;-671;-305;
39126;-15;42;1031;-43;24;978;915;-671;-305;
39132;-15;39;1033;-42;25;978;915;-671;-305;
39138;-19;41;1023;-42;25;978;915;-671;-305;
39144;-15;44;1029;-42;25;978;915;-671;-305;
39150;-23;44;1031;-40;25;980;915;-671;-305;
39156;-7;42;1027;-40;25;980;915;-671;-305;
39162;-19;42;1031;-43;25;978;976;-732;-305;
39168;-17;44;1023;-43;25;978;915;-671;-305;
39174;-7;48;1029;-42;24;981;915;-671;-366;
39180;-7;42;1029;-41;23;979;915;-671;-366;
39186;-13;39;1027;-41;23;979;915;-671;-366;
39192;-11;39;1029;-42;24;981;915;-610;-305;
39198;-15;39;1029;-42;24;981;915;-671;-305;
39204;-15;42;1027;-43;23;978;915;-671;-305;
39210;-9;44;1029;-42;24;975;915;-732;-305;
39216;-15;39;1031;-42;24;975;915;-732;-305;
39222;-9;37;1027;-42;24;980;915;-732;-305;
39228;-11;41;1027;-42;24;980;976;-671;-305;
39234;-11;39;1025;-42;24;978;976;-671;-366;
39240;-15;42;1031;-44;23;978;976;-671;-366;
39246;-13;39;1033;-44;23;978;976;-671;-366;
39252;-13;41;1031;-41;24;980;915;-610;-366;
39258;-15;39;1025;-41;24;980;915;-610;-366;
39264;-19;39;1031;-42;24;977;915;-610;-366;
39270;-13;37;1029;-43;26;982;915;-671;-366;
39276;-13;41;1029;-43;26;982;915;-671;-366;
39282;-11;42;1027;-41;25;979;976;-671;-305;
39288;-13;41;1029;-41;25;979;854;-732;-366;
39294;-13;37;1027;-44;25;980;915;-671;-366;
39300;-13;37;1027;-41;22;982;915;-671;-366;
39306;-11;37;1027;-41;22;982;915;-671;-366;
39312;-17;41;1029;-44;24;980;976;-671;-305;
39318;-17;39;1027;-44;24;980;915;-671;-305;
39324;-11;39;1029;-42;24;980;915;-671;-305;
39330;-19;39;1029;-40;22;980;976;-610;-305;
39336;-11;42;1027;-40;22;980;976;-610;-305;
39342;-13;39;1029;-43;25;978;915;-671;-366;
39348;-13;41;1027;-43;25;978;915;-732;-366;
39354;-19;39;1027;-42;25;979;1037;-671;-305;
39360;-17;39;1031;-42;24;978;1037;-671;-305;
39366;-15;39;1029;-42;24;978;1037;-671;-305;
39372;-17;37;1025;-42;24;978;976;-671;-366;
39378;-13;44;1031;-42;24;978;976;-671;-305;
39384;-15;39;1027;-42;23;978;976;-671;-305;
39390;-11;42;1029;-41;25;980;915;-671;-244;
39396;-15;41;1027;-41;25;980;915;-671;-244;
39402;-11;39;1027;-42;25;979;976;-732;-305;
39408;-13;37;1027;-42;25;979;976;-732;-305;
39414;-19;42;1025;-43;27;980;915;-610;-366;
39420;-11;41;1029;-42;25;979;915;-610;-366;
39426;-19;35;1029;-42;25;979;915;-610;-366;
39432;-11;39;1027;-41;24;978;854;-549;-244;
39438;-19;41;1029;-41;24;978;854;-549;-244;
39444;-13;41;1025;-43;26;982;915;-671;-305;
39450;-21;39;1023;-42;26;979;976;-732;-305;
39456;-11;39;1033;-42;26;979;976;-732;-305;
39462;-9;37;1033;-41;23;978;915;-671;-305;
39468;-19;41;1027;-41;23;978;915;-671;-305;
39474;-11;42;1029;-42;23;978;915;-671;-366;
39480;-13;42;1031;-44;25;976;915;-671;-366;
39486;-15;41;1027;-44;25;976;915;-671;-366;
39492;-13;42;1031;-42;25;979;915;-671;-244;
39498;-17;42;1031;-42;25;979;915;-671;-244;
39504;-19;41;1023;-42;23;978;976;-671;-366;
39510;-15;41;1027;-43;26;980;915;-732;-244;
39516;-15;42;1029;-43;26;980;915;-732;-244;
39522;-13;39;1025;-43;23;979;915;-671;-305;
39528;-15;41;1031;-43;23;979;915;-671;-305;
39534;-17;41;1029;-41;24;981;976;-610;-244;
39540;-13;41;1031;-42;25;982;976;-610;-244;
39546;-15;39;1033;-42;25;982;976;-610;-244;
39552;-13;35;1025;-42;25;977;976;-671;-244;
39558;-9;41;1027;-42;25;977;976;-671;-244;
39564;-13;39;1033;-41;26;978;1037;-732;-305;
39570;-7;41;1029;-41;25;979;915;-610;-366;
39576;-11;41;1027;-41;25;979;915;-610;-366;
39582;-21;42;1027;-40;24;982;915;-671;-366;
39588;-11;46;1029;-40;24;982;915;-671;-366;
39594;-17;41;1029;-44;24;981;854;-732;-305;
39600;-17;44;1027;-43;25;979;854;-732;-305;
39606;-13;39;1027;-43;25;979;854;-732;-305;
39612;-11;39;1029;-42;26;979;854;-671;-305;
39618;-13;39;1031;-42;26;979;854;-671;-305;
39624;-17;41;1027;-43;24;977;915;-610;-305;
39630;-13;39;1031;-43;24;977;976;-671;-244;
39636;-13;35;1027;-43;24;977;976;-671;-244;
39642;-17;39;1031;-42;23;983;915;-671;-305;
39648;-11;37;1027;-42;23;983;915;-671;-305;
39654;-23;42;1029;-42;26;981;1037;-610;-366;
39660;-9;41;1025;-42;26;980;915;-610;-366;
39666;-17;41;1029;-42;26;980;915;-610;-366;
39672;-13;42;1025;-42;24;977;1037;-671;-305;
39678;-9;37;1027;-42;24;977;1037;-671;-305;
39684;-15;44;1025;-42;24;977;1037;-671;-305;
39690;-15;41;1029;-41;24;979;915;-610;-366;
39696;-17;41;1031;-41;24;979;915;-610;-366;
39702;-7;39;1033;-43;25;979;854;-610;-305;
39708;-15;37;1027;-43;25;979;854;-610;-305;
39714;-19;37;1029;-43;25;980;976;-671;-305;
39720;-15;41;1027;-43;23;981;976;-671;-305;
39726;-15;41;1029;-43;23;981;976;-671;-305;
39732;-13;42;1025;-43;24;978;915;-732;-427;
39738;-15;42;1025;-43;24;978;915;-732;-427;
39744;-15;41;1025;-41;24;980;915;-732;-366;
39750;-9;42;1031;-41;26;980;915;-671;-366;
39756;-11;37;1029;-41;26;980;915;-671;-366;
39762;-15;39;1027;-43;24;976;915;-732;-244;
39768;-15;44;1029;-43;24;976;915;-732;-244;
39774;-13;39;1033;-44;26;978;915;-610;-366;
39780;-11;41;1031;-42;24;978;915;-610;-366;
39786;-17;39;1037;-42;24;978;915;-610;-366;
39792;-11;44;1029;-41;25;978;915;-610;-366;
39798;-17;37;1031;-41;25;978;915;-610;-366;
39804;-11;41;1025;-40;24;977;915;-610;-305;
39810;-13;44;1035;-41;24;980;854;-671;-305;
39816;-15;39;1031;-41;24;980;854;-671;-305;
39822;-7;37;1025;-41;25;980;915;-732;-305;
39828;-17;44;1029;-41;25;980;915;-732;-305;
39834;-15;39;1027;-40;24;979;915;-671;-244;
39840;-21;39;1029;-40;26;981;915;-671;-244;
39846;-5;46;1027;-40;26;981;915;-671;-244;
39852;-15;39;1023;-42;23;978;915;-610;-244;
39858;-13;44;1027;-42;23;978;915;-610;-244;
39864;-13;39;1029;-41;24;979;854;-610;-366;
39870;-13;42;1025;-42;25;980;915;-671;-366;
39876;-11;44;1031;-42;25;980;915;-671;-366;
39882;-9;35;1025;-43;23;979;976;-610;-305;
39888;-11;39;1033;-43;23;979;976;-610;-305;
39894;-13;39;1029;-42;25;982;976;-671;-366;
39900;-19;41;1029;-44;25;979;976;-671;-366;
39906;-7;41;1031;-44;25;979;976;-671;-366;
39912;-13;42;1033;-40;24;978;1037;-732;-244;
39918;-19;42;1029;-40;24;978;1037;-732;-244;
39924;-13;41;1029;-41;26;980;976;-671;-244;
39930;-17;42;1029;-43;26;979;976;-610;-244;
39936;-13;42;1027;-43;26;979;976;-610;-244;
39942;-13;39;1033;-45;23;977;976;-671;-366;
39948;-13;42;1033;-45;23;977;976;-671;-366;
39954;-17;41;1027;-42;25;978;915;-671;-305;
39960;-15;41;1033;-41;25;980;915;-671;-305;
39966;-15;48;1029;-41;25;980;915;-671;-305;
39972;-13;37;1027;-40;24;977;915;-671;-366;
39978;-11;42;1033;-40;24;977;915;-671;-366;
39984;-7;41;1027;-43;24;980;915;-610;-305;
39990;-15;37;1035;-42;25;980;915;-671;-305;
39996;-7;42;1029;-42;25;980;915;-671;-305;
40002;-13;39;1027;-41;25;981;915;-671;-366;
40008;-13;39;1029;-41;25;981;915;-671;-366;
40014;-15;37;1025;-40;23;981;854;-610;-305;
40020;-17;39;1033;-40;26;979;854;-610;-305;
40026;-11;41;1027;-40;26;979;854;-610;-305;
40032;-17;48;1029;-44;23;981;915;-732;-305;
40038;-19;42;1025;-44;23;981;915;-732;-305;
40044;-19;41;1023;-43;24;981;976;-732;-305;
40050;-15;39;1031;-41;24;980;915;-610;-305;
40056;-13;42;1027;-41;24;980;915;-610;-305;
40062;-11;41;1027;-43;23;982;915;-610;-244;
40068;-13;39;1025;-43;23;982;915;-610;-244;
40074;-13;48;1029;-42;25;979;976;-610;-305;
40080;-15;41;1033;-41;25;981;976;-610;-305;
40086;-11;41;1027;-41;25;981;976;-610;-305;
40092;-15;39;1023;-42;25;980;1037;-610;-366;
40098;-19;41;1027;-42;25;980;1037;-610;-366;
40104;-11;41;1027;-44;25;981;976;-610;-366;
40110;-15;41;1031;-42;24;980;976;-610;-366;
40116;-17;39;1029;-42;24;980;976;-610;-366;
40122;-11;41;1025;-41;25;977;915;-671;-183;
40128;-13;41;1029;-41;25;977;915;-671;-183;
40134;-11;44;1023;-40;26;980;854;-610;-244;
40140;-15;37;1027;-42;24;980;976;-610;-305;
40146;-19;41;1029;-42;24;980;976;-610;-305;
40152;-17;48;1025;-41;26;979;915;-732;-305;
40158;-9;41;1031;-41;26;979;915;-732;-305;
40164;-7;39;1029;-39;24;981;854;-610;-305;
40170;-13;37;1027;-42;25;979;915;-671;-244;
40176;-15;41;1031;-42;25;979;915;-671;-244;
40182;-17;41;1029;-43;27;977;854;-732;-305;
40188;-19;41;1029;-43;27;977;854;-732;-305;
40194;-11;39;1025;-42;25;975;915;-671;-366;
40200;-15;42;1035;-44;25;979;854;-732;-305;
40206;-11;39;1029;-41;24;980;854;-732;-305;
40212;-13;39;1027;-41;22;980;976;-671;-366;
40218;-15;37;1027;-41;22;980;976;-671;-366;
40224;-5;39;1025;-41;22;980;976;-671;-366;
40230;-13;44;1031;-40;25;980;915;-610;-366;
40236;-17;46;1029;-40;25;980;915;-610;-366;
40242;-13;42;1029;-40;25;982;915;-671;-305;
40248;-21;39;1029;-40;25;982;915;-671;-305;
40254;-17;41;1029;-42;24;978;976;-610;-305;
40260;-13;39;1031;-44;26;979;976;-732;-305;
40266;-19;41;1017;-44;26;979;976;-732;-305;
40272;-17;41;1031;-42;24;981;915;-732;-244;
40278;-19;39;1029;-42;24;981;915;-732;-244;
40284;-15;41;1025;-41;25;981;1037;-732;-366;
40290;-13;41;1031;-41;26;981;915;-732;-305;
40296;-11;42;1029;-41;26;981;915;-732;-305;
40302;-17;44;1033;-41;25;980;915;-732;-366;
40308;-21;44;1029;-41;25;980;915;-732;-366;
40314;-13;41;1027;-43;26;978;976;-732;-305;
40320;-9;35;1025;-41;24;976;915;-671;-305;
40326;-11;39;1027;-41;24;976;915;-671;-305;
40332;-15;42;1031;-41;25;980;915;-671;-366;
40338;-13;42;1025;-41;25;980;915;-671;-366;
40344;-9;42;1023;-42;24;979;915;-671;-366;
40350;-13;39;1029;-42;24;981;915;-610;-244;
40356;-13;44;1029;-42;24;981;915;-610;-244;
40362;-13;41;1029;-42;25;981;854;-549;-305;
40368;-15;41;1029;-42;25;981;854;-549;-305;
40374;-15;39;1027;-40;24;980;854;-732;-366;
40380;-17;39;1027;-42;24;978;915;-610;-366;
40386;-9;46;1029;-41;24;979;915;-610;-366;
40392;-19;41;1035;-41;24;979;915;-610;-366;
40398;-11;41;1031;-41;24;979;915;-610;-366;
40404;-15;42;1023;-42;24;979;976;-671;-366;
40410;-17;37;1029;-42;25;978;915;-671;-366;
40416;-11;39;1029;-42;25;978;915;-671;-366;
40422;-13;37;1029;-40;23;978;854;-671;-366;
40428;-17;39;1029;-40;23;978;854;-671;-366;
40434;-21;39;1027;-41;25;980;854;-671;-305;
40440;-21;44;1029;-42;25;978;854;-671;-244;
40446;-13;44;1025;-42;25;978;854;-671;-244;
40452;-13;39;1035;-43;25;981;915;-610;-305;
40458;-15;41;1025;-43;25;981;915;-610;-305;
40464;-13;44;1025;-42;23;981;976;-610;-305;
40470;-13;37;1029;-41;24;979;1037;-671;-305;
40476;-17;41;1031;-41;24;979;1037;-671;-305;
40482;-17;41;1031;-41;23;980;1037;-671;-305;
40488;-15;41;1029;-41;23;980;1037;-671;-305;
40494;-11;41;1031;-42;25;981;915;-671;-305;
40500;-13;42;1027;-42;24;979;915;-671;-305;
40506;-11;42;1029;-42;24;979;915;-671;-305;
40512;-9;39;1031;-42;26;980;976;-610;-305;
40518;-13;41;1031;-42;26;980;976;-610;-305;
40524;-11;41;1027;-42;25;979;976;-671;-244;
40530;-9;41;1031;-43;24;979;915;-671;-305;
40536;-13;42;1029;-43;24;979;915;-671;-305;
40542;-17;46;1033;-41;25;976;915;-671;-305;
40548;-13;41;1031;-41;25;976;915;-671;-305;
40554;-11;42;1031;-41;24;978;1037;-671;-366;
40560;-23;42;1025;-42;26;979;915;-671;-366;
40566;-11;39;1027;-42;26;979;915;-671;-366;
40572;-13;39;1031;-42;25;982;915;-610;-366;
40578;-15;42;1027;-42;25;982;915;-610;-366;
40584;-15;33;1033;-43;23;982;976;-610;-366;
40590;-13;39;1037;-42;26;981;854;-671;-305;
40596;-11;39;1031;-42;26;981;854;-671;-305;
40602;-9;41;1031;-41;25;979;915;-671;-366;
40608;-11;41;1031;-41;25;979;915;-671;-366;
40614;-17;41;1027;-42;25;980;915;-732;-427;
40620;-17;41;1033;-42;23;981;1037;-671;-366;
40626;-13;44;1023;-42;23;981;1037;-671;-366;
40632;-11;41;1027;-41;25;978;976;-671;-305;
40638;-17;41;1031;-41;25;978;976;-671;-305;
40644;-15;39;1031;-42;25;981;915;-671;-305;
40650;-9;46;1031;-40;25;982;976;-671;-366;
40656;-17;42;1031;-40;25;982;976;-671;-366;
40662;-15;42;1027;-42;24;980;976;-610;-366;
40668;-13;35;1029;-42;24;980;976;-610;-366;
40674;-19;42;1029;-43;25;981;915;-671;-366;
40680;-17;39;1029;-41;25;981;915;-610;-366;
40686;-11;41;1029;-41;25;981;915;-610;-366;
40692;-13;35;1031;-40;24;978;915;-671;-305;
40698;-13;41;1033;-40;24;978;915;-671;-305;
40704;-19;44;1029;-40;22;981;854;-671;-305;
40710;-13;41;1027;-43;26;979;854;-671;-366;
40716;-15;39;1027;-43;26;979;854;-671;-366;
40722;-9;41;1033;-43;25;979;976;-671;-305;
40728;-13;39;1033;-43;25;979;976;-671;-305;
40734;-15;41;1029;-43;24;980;915;-671;-366;
40740;-15;39;1029;-43;25;982;1037;-732;-244;
40746;-15;41;1025;-43;25;985;1037;-732;-244;
40752;-11;41;1029;-42;23;980;915;-671;-305;
40758;-13;42;1027;-42;23;980;915;-671;-305;
40764;-17;42;1029;-42;23;980;915;-671;-305;
40770;-11;42;1025;-42;23;980;915;-610;-305;
40776;-15;41;1029;-43;24;976;915;-610;-305;
40782;-15;44;1031;-42;26;979;976;-671;-305;
40788;-13;41;1033;-42;26;979;976;-671;-305;
40794;-13;39;1027;-40;24;981;915;-732;-305;
40800;-15;41;1029;-41;24;977;915;-732;-366;
40806;-15;41;1029;-41;24;977;915;-732;-366;
40812;-15;42;1027;-43;25;978;976;-732;-366;
40818;-15;42;1027;-43;25;978;976;-732;-366;
40824;-15;42;1029;-42;25;979;854;-732;-366;
40830;-13;42;1025;-42;25;979;976;-610;-366;
40836;-13;37;1027;-41;25;981;976;-610;-366;
40842;-11;39;1029;-42;26;981;976;-671;-305;
40848;-19;37;1025;-42;26;981;976;-671;-305;
40854;-17;41;1023;-43;25;979;976;-671;-305;
40860;-13;42;1029;-40;25;979;915;-732;-305;
40866;-17;41;1027;-40;25;979;915;-732;-305;
40872;-19;37;1027;-41;25;980;854;-671;-366;
40878;-17;41;1027;-41;25;980;854;-671;-366;
40884;-11;41;1033;-42;25;977;915;-610;-305;
40890;-13;35;1033;-42;25;977;976;-732;-366;
40896;-13;41;1027;-43;27;980;976;-732;-366;
40902;-23;46;1029;-40;24;981;976;-732;-366;
40908;-15;42;1037;-40;24;981;976;-732;-366;
40914;-11;41;1033;-43;22;981;854;-671;-366;
40920;-15;39;1027;-43;25;977;915;-732;-305;
40926;-17;39;1025;-43;25;977;915;-732;-305;
40932;-13;41;1031;-41;26;982;854;-671;-305;
40938;-15;37;1029;-41;26;982;854;-671;-305;
40944;-17;42;1027;-41;24;980;854;-671;-244;
40950;-13;39;1031;-41;24;980;915;-610;-305;
40956;-15;39;1027;-43;25;980;915;-610;-305;
40962;-17;42;1033;-42;26;980;976;-671;-305;
40968;-11;41;1027;-42;26;980;976;-671;-305;
40974;-17;41;1025;-43;24;981;976;-732;-305;
40980;-13;41;1033;-41;25;981;976;-732;-366;
40986;-11;35;1031;-41;25;981;976;-732;-366;
40992;-15;44;1031;-41;27;981;854;-610;-305;
40998;-13;39;1027;-41;27;981;854;-610;-305;
41004;-15;42;1029;-40;25;981;915;-732;-305;
41010;-13;42;1029;-40;25;981;1037;-610;-366;
41016;-13;42;1029;-41;25;982;1037;-610;-366;
41022;-17;39;1027;-41;25;978;976;-610;-305;
41028;-11;41;1035;-41;25;978;976;-610;-305;
41034;-19;44;1021;-43;24;983;854;-732;-366;
41040;-17;37;1029;-42;24;981;1037;-671;-305;
41046;-11;44;1029;-42;24;981;1037;-671;-305;
41052;-11;41;1029;-41;25;978;976;-610;-366;
41058;-13;37;1029;-41;25;978;976;-610;-366;
41064;-11;39;1025;-41;24;980;915;-671;-305;
41070;-13;39;1027;-41;24;980;793;-671;-305;
41076;-15;42;1027;-41;23;981;793;-671;-305;
41082;-19;44;1027;-40;23;977;915;-610;-305;
41088;-17;39;1029;-40;23;977;915;-610;-305;
41094;-17;44;1031;-41;24;979;976;-610;-305;
41100;-9;42;1031;-42;23;981;915;-610;-305;
41106;-19;39;1027;-42;23;981;915;-610;-305;
41112;-17;37;1025;-43;25;976;976;-671;-305;
41118;-19;41;1027;-43;25;976;976;-671;-305;
41124;-9;41;1029;-43;27;978;915;-610;-305;
41130;-11;44;1025;-43;27;978;915;-671;-366;
41136;-15;39;1027;-43;25;980;915;-671;-366;
41142;-13;35;1029;-41;25;980;915;-671;-305;
41148;-17;39;1027;-41;25;980;915;-671;-305;
41154;-13;41;1029;-41;24;983;915;-671;-366;
41160;-13;41;1031;-42;25;981;915;-671;-366;
41166;-5;48;1029;-42;25;981;915;-671;-366;
41172;-15;41;1031;-43;25;978;1037;-671;-366;
41178;-7;42;1027;-43;25;978;1037;-671;-366;
41184;-11;42;1027;-40;26;979;976;-732;-366;
41190;-11;35;1027;-40;26;979;976;-732;-366;
41196;-17;42;1023;-44;25;981;976;-610;-366;
41202;-15;37;1027;-43;24;980;915;-732;-366;
41208;-13;39;1029;-43;24;980;915;-732;-366;
41214;-13;42;1029;-42;24;979;915;-671;-305;
41220;-11;39;1023;-43;26;980;915;-610;-244;
41226;-13;41;1033;-43;26;980;915;-610;-244;
41232;-15;39;1025;-42;25;978;915;-671;-427;
41238;-15;41;1031;-42;25;978;915;-671;-427;
41244;-9;39;1027;-41;24;978;976;-671;-366;
41250;-21;42;1027;-41;24;978;976;-671;-366;
41256;-9;41;1027;-43;23;981;976;-671;-244;
41262;-21;41;1029;-42;24;980;976;-671;-305;
41268;-11;41;1029;-42;24;980;976;-671;-305;
41274;-15;39;1025;-43;25;980;976;-671;-366;
41280;-15;42;1027;-41;26;980;976;-732;-244;
41286;-21;42;1027;-41;24;981;976;-732;-244;
41292;-9;35;1025;-41;24;981;976;-732;-244;
41298;-11;42;1027;-42;26;979;976;-671;-305;
41304;-15;39;1025;-42;26;979;976;-671;-305;
41310;-15;41;1029;-42;26;979;976;-671;-305;
41316;-17;37;1027;-43;24;979;915;-671;-427;
41322;-13;41;1031;-43;25;980;976;-732;-305;
41328;-11;41;1031;-43;25;980;976;-732;-305;
41334;-23;44;1029;-42;25;980;915;-610;-244;
41340;-5;46;1027;-41;25;982;915;-671;-244;
41346;-21;41;1031;-41;25;982;915;-671;-244;
41352;-13;37;1027;-42;23;976;976;-732;-305;
41358;-13;41;1031;-42;23;976;976;-732;-305;
41364;-17;44;1027;-41;23;982;976;-610;-305;
41370;-17;42;1027;-41;23;982;976;-610;-305;
41376;-13;39;1035;-42;24;981;915;-671;-366;
41382;-19;41;1027;-43;24;980;976;-732;-183;
41388;-15;41;1025;-43;24;980;976;-732;-183;
41394;-13;41;1031;-44;24;981;915;-671;-305;
41400;-9;35;1031;-42;26;980;854;-732;-366;
41406;-19;35;1031;-42;26;980;854;-732;-366;
41412;-17;39;1025;-42;25;981;915;-671;-366;
41418;-15;37;1027;-42;25;981;915;-671;-366;
41424;-15;37;1027;-41;23;980;915;-610;-366;
41430;-13;41;1031;-41;23;980;915;-610;-366;
41436;-19;41;1025;-43;24;981;915;-610;-305;
41442;-21;44;1027;-42;23;979;915;-671;-305;
41448;-13;41;1031;-42;23;979;915;-671;-305;
41454;-11;41;1027;-42;25;978;976;-671;-366;
41460;-25;42;1033;-42;25;978;915;-671;-305;
41466;-15;37;1027;-42;25;978;915;-671;-305;
41472;-19;42;1029;-41;23;977;915;-610;-305;
41478;-15;39;1033;-41;23;977;915;-610;-305;
41484;-11;44;1031;-43;23;977;915;-610;-366;
41490;-15;48;1033;-43;23;977;915;-610;-366;
41496;-7;41;1031;-41;25;983;854;-671;-366;
41502;-13;41;1031;-40;25;980;854;-732;-366;
41508;-19;42;1027;-40;25;980;854;-732;-366;
41514;-11;37;1023;-42;24;981;854;-610;-305;
41520;-9;41;1025;-41;25;981;854;-671;-305;
41526;-13;39;1027;-41;25;981;854;-671;-305;
41532;-15;41;1029;-42;23;980;854;-671;-244;
41538;-13;39;1027;-42;23;980;854;-671;-244;
41544;-17;41;1027;-42;25;980;915;-610;-305;
41550;-13;37;1029;-42;25;980;915;-610;-305;
41556;-21;39;1027;-41;25;980;915;-610;-305;
41562;-11;37;1025;-41;24;977;854;-610;-305;
41568;-21;37;1027;-41;24;977;854;-610;-305;
41574;-19;39;1027;-39;25;979;915;-671;-305;
41580;-13;48;1025;-40;25;979;915;-610;-305;
41586;-17;39;1027;-40;25;979;915;-610;-305;
41592;-17;35;1027;-40;23;978;1037;-610;-244;
41598;-11;42;1029;-40;23;978;1037;-610;-244;
41604;-11;42;1027;-41;24;983;976;-671;-244;
41610;-13;39;1029;-41;24;983;976;-671;-244;
41616;-15;35;1025;-43;25;983;915;-732;-305;
41622;-17;44;1029;-43;25;979;915;-671;-366;
41628;-11;42;1023;-43;25;979;915;-671;-366;
41634;-11;44;1027;-41;24;980;915;-671;-366;
41640;-11;42;1031;-43;25;985;976;-610;-305;
41646;-15;44;1029;-43;25;985;976;-610;-305;
41652;-11;42;1031;-42;23;981;915;-610;-305;
41658;-13;42;1031;-42;23;981;915;-610;-305;
41664;-21;42;1027;-41;22;980;915;-671;-305;
41670;-15;37;1035;-41;22;980;915;-671;-305;
41676;-19;42;1027;-44;26;980;915;-671;-305;
41682;-9;37;1031;-43;27;982;976;-549;-305;
41688;-13;35;1025;-43;27;982;976;-549;-305;
41694;-11;42;1027;-43;27;981;915;-610;-305;
41700;-15;41;1029;-43;25;978;915;-610;-305;
41706;-17;39;1025;-43;25;978;915;-610;-305;
41712;-11;42;1033;-42;23;980;915;-610;-305;
41718;-15;39;1031;-42;23;980;915;-610;-305;
41724;-9;42;1033;-42;24;977;915;-671;-244;
41730;-13;42;1027;-42;24;977;915;-671;-244;
41736;-15;42;1027;-41;26;979;915;-671;-305;
41742;-15;41;1029;-41;25;979;854;-610;-305;
41748;-11;41;1025;-41;25;979;854;-610;-305;
41754;-15;37;1029;-40;23;979;915;-671;-366;
41760;-15;42;1025;-43;24;980;976;-671;-366;
41766;-21;41;1031;-43;24;980;976;-671;-366;
41772;-15;39;1027;-42;25;979;854;-732;-305;
41778;-15;44;1031;-42;25;979;854;-732;-305;
41784;-19;41;1029;-42;23;978;976;-732;-305;
41790;-17;41;1027;-42;23;978;976;-732;-305;
41796;-11;39;1027;-43;24;981;976;-671;-305;
41802;-17;39;1027;-44;24;983;1037;-671;-244;
41808;-17;37;1029;-44;24;983;1037;-671;-244;
41814;-21;42;1029;-43;24;978;976;-671;-366;
41820;-15;42;1029;-43;24;978;915;-610;-244;
41826;-19;44;1029;-41;25;978;915;-610;-244;
41832;-15;41;1031;-43;24;984;915;-610;-305;
41838;-11;39;1027;-43;24;984;915;-610;-305;
41844;-17;39;1027;-41;26;979;854;-610;-244;
41850;-11;42;1031;-41;26;979;854;-610;-244;
41856;-15;42;1031;-42;26;979;854;-671;-305;
41862;-15;41;1025;-44;24;982;915;-671;-305;
41868;-19;42;1031;-44;24;982;915;-671;-305;
41874;-13;41;1037;-43;26;979;1037;-610;-366;
41880;-13;39;1027;-40;25;978;976;-671;-305;
41886;-13;41;1033;-43;26;979;976;-671;-305;
41892;-15;39;1031;-43;26;979;976;-671;-305;
41898;-15;37;1027;-43;25;980;976;-671;-305;
41904;-19;37;1027;-43;25;980;976;-671;-305;
41910;-13;42;1027;-43;25;980;976;-671;-305;
41916;-9;44;1023;-40;23;976;915;-732;-305;
41922;-15;41;1025;-40;24;982;915;-610;-305;
41928;-17;39;1031;-40;24;982;915;-610;-305;
41934;-17;37;1029;-43;24;979;854;-671;-366;
41940;-25;39;1031;-40;23;980;915;-732;-305;
41946;-13;42;1027;-40;23;980;915;-732;-305;
41952;-15;41;1031;-43;24;979;915;-671;-305;
41958;-15;42;1031;-43;24;979;915;-671;-305;
41964;-21;42;1029;-41;25;981;915;-732;-305;
41970;-9;42;1027;-41;25;981;915;-732;-305;
41976;-17;46;1031;-39;26;979;915;-671;-305;
41982;-9;39;1027;-39;25;979;915;-671;-305;
41988;-11;41;1033;-39;25;979;915;-671;-305;
41994;-17;39;1029;-44;25;981;915;-671;-366;
42000;-15;41;1029;-43;26;979;854;-671;-366;
42006;-15;41;1029;-43;26;979;854;-671;-366;
42012;-13;39;1025;-44;23;978;915;-671;-305;
