 unit--timestamp[ms];bma280_x[mg];bma280_y[mg];bma280_z[mg];bmi160_a_x[mg];bmi160_a_y[mg];bmi160_a_z[mg];bmi160_g_x[mDeg];bmi160_g_y[mDeg];bmi160_g_z[mDeg];
73308;-9;41;1029;-42;26;980;976;-671;-305;
73314;-13;37;1033;-41;26;980;915;-610;-244;
73320;-15;41;1027;-41;26;980;915;-610;-244;
73326;-17;44;1033;-41;26;980;915;-610;-244;
73332;-15;39;1023;-43;24;979;915;-671;-427;
73338;-9;39;1029;-41;25;982;915;-671;-305;
73344;-13;41;1031;-41;25;982;915;-671;-305;
73350;-17;42;1029;-41;25;976;915;-610;-244;
73356;-11;37;1029;-41;25;976;915;-610;-244;
73362;-13;37;1029;-42;25;979;915;-610;-244;
73368;-15;41;1023;-43;24;979;915;-732;-305;
73374;-7;42;1029;-43;23;978;915;-671;-305;
73380;-15;42;1031;-43;23;978;915;-671;-305;
73386;-17;41;1033;-43;23;978;915;-671;-305;
73392;-13;37;1025;-41;23;977;976;-549;-305;
73398;-17;41;1029;-41;24;979;915;-610;-427;
73404;-13;39;1029;-41;24;979;915;-610;-427;
73410;-11;41;1025;-42;26;979;915;-732;-305;
73416;-9;41;1027;-42;26;979;915;-732;-305;
73422;-11;41;1025;-43;26;978;915;-671;-305;
73428;-13;42;1029;-40;25;976;915;-610;-305;
73434;-15;39;1031;-42;25;979;854;-671;-244;
73440;-11;35;1031;-42;25;979;854;-671;-244;
73446;-13;39;1025;-42;25;979;854;-671;-244;
73452;-17;42;1027;-43;26;982;915;-671;-305;
73458;-13;41;1035;-42;23;981;854;-671;-305;
73464;-19;33;1031;-42;23;981;854;-671;-305;
73470;-13;42;1027;-41;25;981;915;-671;-183;
73476;-11;42;1023;-41;25;981;915;-671;-183;
73482;-13;41;1025;-41;24;982;915;-671;-305;
73488;-11;37;1027;-41;24;980;976;-671;-244;
73494;-11;37;1029;-42;25;982;976;-671;-305;
73500;-17;35;1027;-42;25;982;976;-671;-305;
73506;-11;41;1027;-42;25;982;976;-671;-305;
73512;-17;44;1031;-41;25;979;915;-671;-366;
73518;-15;42;1031;-42;25;982;915;-610;-305;
73524;-11;44;1029;-42;25;982;915;-610;-305;
73530;-13;41;1027;-42;26;982;854;-610;-244;
73536;-11;39;1027;-42;26;982;854;-610;-244;
73542;-13;41;1031;-42;25;982;854;-610;-305;
73548;-17;41;1027;-41;25;978;915;-671;-305;
73554;-13;42;1025;-41;25;978;915;-671;-305;
73560;-17;39;1029;-43;25;982;976;-671;-244;
73566;-17;41;1031;-41;26;979;915;-671;-366;
73572;-9;41;1029;-41;26;979;915;-671;-366;
73578;-17;39;1035;-41;26;979;915;-671;-366;
73584;-11;37;1021;-41;26;979;915;-671;-366;
73590;-13;41;1027;-41;24;980;915;-671;-244;
73596;-13;39;1023;-41;24;980;915;-671;-244;
73602;-17;44;1025;-41;25;983;915;-610;-244;
73608;-11;42;1027;-39;25;978;976;-610;-305;
73614;-17;39;1027;-39;25;978;976;-671;-305;
73620;-13;37;1031;-43;23;979;976;-671;-305;
73626;-15;39;1029;-43;23;979;915;-671;-366;
73632;-7;39;1025;-40;23;982;915;-671;-366;
73638;-17;39;1031;-41;23;979;915;-610;-244;
73644;-15;37;1027;-41;23;979;915;-610;-244;
73650;-9;41;1023;-39;25;981;915;-610;-305;
73656;-15;41;1033;-39;25;981;915;-610;-305;
73662;-11;41;1031;-41;25;980;854;-610;-305;
73668;-19;37;1031;-42;25;981;915;-610;-305;
73674;-17;41;1031;-42;25;981;1037;-610;-305;
73680;-11;41;1029;-40;22;979;1037;-610;-305;
73686;-17;42;1029;-40;22;979;1037;-610;-305;
73692;-11;39;1027;-41;25;979;976;-671;-366;
73698;-17;46;1029;-41;26;979;976;-610;-244;
73704;-17;42;1027;-41;26;979;976;-610;-244;
73710;-11;44;1029;-41;24;980;915;-610;-305;
73716;-17;44;1029;-41;24;980;915;-610;-305;
73722;-11;41;1035;-41;26;979;976;-671;-305;
73728;-13;39;1025;-40;26;978;915;-610;-305;
73734;-13;42;1027;-40;26;978;915;-671;-366;
73740;-13;42;1025;-41;25;981;915;-671;-366;
73746;-15;39;1025;-41;25;981;915;-671;-366;
73752;-17;41;1025;-41;23;979;915;-732;-366;
73758;-19;37;1033;-42;24;980;915;-671;-366;
73764;-11;39;1029;-42;24;980;915;-671;-366;
73770;-17;37;1029;-41;23;977;976;-671;-305;
73776;-11;39;1025;-41;23;977;976;-671;-305;
73782;-17;44;1025;-43;27;981;1037;-610;-305;
73788;-11;39;1025;-42;27;981;976;-610;-366;
73794;-11;37;1033;-42;27;981;976;-610;-305;
73800;-15;42;1029;-41;25;978;976;-610;-305;
73806;-11;39;1031;-41;25;978;976;-610;-305;
73812;-17;42;1029;-40;25;979;854;-610;-305;
73818;-17;37;1029;-42;24;975;915;-671;-427;
73824;-17;39;1029;-42;24;975;915;-671;-427;
73830;-13;39;1029;-41;25;978;915;-671;-366;
73836;-9;37;1029;-41;25;978;915;-671;-366;
73842;-15;39;1025;-41;25;982;915;-610;-366;
73848;-15;44;1025;-43;26;980;976;-732;-366;
73854;-9;41;1029;-43;26;980;976;-732;-366;
73860;-13;37;1031;-43;23;979;976;-732;-366;
73866;-13;35;1029;-43;23;979;976;-732;-366;
73872;-13;44;1029;-41;24;981;915;-732;-305;
73878;-13;41;1025;-41;24;980;976;-610;-305;
73884;-21;41;1027;-41;24;980;976;-610;-305;
73890;-15;42;1027;-43;25;981;976;-610;-305;
73896;-9;41;1027;-43;25;981;976;-610;-305;
73902;-9;41;1033;-42;25;980;915;-549;-305;
73908;-15;41;1031;-41;23;982;854;-610;-244;
73914;-23;41;1019;-41;23;982;976;-610;-366;
73920;-15;41;1031;-44;25;979;976;-610;-366;
73926;-15;41;1035;-44;25;979;976;-610;-366;
73932;-11;37;1031;-41;26;978;915;-671;-305;
73938;-15;41;1025;-41;25;981;1037;-610;-305;
73944;-17;42;1027;-41;25;981;1037;-610;-305;
73950;-13;46;1027;-43;23;980;976;-671;-305;
73956;-9;41;1027;-43;23;980;976;-671;-305;
73962;-11;44;1025;-42;24;977;915;-610;-366;
73968;-9;41;1025;-41;24;982;976;-610;-366;
73974;-13;41;1029;-41;24;982;976;-671;-305;
73980;-15;41;1027;-42;24;980;976;-671;-305;
73986;-13;46;1031;-42;24;980;976;-671;-305;
73992;-15;37;1025;-41;24;982;915;-732;-366;
73998;-9;41;1029;-41;25;979;915;-671;-427;
74004;-13;41;1025;-41;25;979;915;-671;-427;
74010;-5;41;1027;-41;24;980;976;-671;-366;
74016;-19;39;1025;-41;24;980;976;-671;-366;
74022;-19;37;1033;-43;26;983;915;-610;-305;
74028;-13;42;1033;-43;26;984;915;-732;-366;
74034;-9;39;1027;-43;26;984;915;-671;-244;
74040;-13;39;1029;-43;25;980;915;-671;-244;
74046;-9;37;1027;-43;25;980;915;-671;-244;
74052;-9;35;1027;-43;24;979;976;-610;-244;
74058;-19;37;1029;-41;25;981;915;-671;-244;
74064;-11;39;1031;-41;25;981;915;-671;-244;
74070;-17;37;1035;-41;25;981;976;-671;-305;
74076;-15;41;1023;-41;25;981;976;-671;-305;
74082;-17;35;1027;-43;25;980;976;-671;-305;
74088;-19;44;1029;-42;23;980;976;-671;-305;
74094;-15;41;1027;-42;23;980;976;-671;-305;
74100;-17;39;1031;-42;24;978;915;-732;-305;
74106;-15;39;1027;-42;25;980;915;-671;-366;
74112;-13;42;1025;-42;25;980;915;-671;-366;
74118;-17;39;1025;-42;25;980;976;-671;-305;
74124;-19;44;1023;-41;26;977;976;-671;-305;
74130;-9;42;1029;-41;26;977;976;-671;-305;
74136;-15;42;1029;-41;26;977;976;-671;-305;
74142;-15;44;1027;-43;27;979;915;-732;-305;
74148;-15;42;1031;-43;27;979;976;-671;-305;
74154;-15;41;1027;-44;25;980;915;-671;-366;
74160;-13;46;1025;-42;25;981;915;-671;-366;
74166;-13;42;1027;-41;25;982;915;-610;-305;
74172;-15;37;1031;-41;25;982;915;-610;-305;
74178;-13;42;1021;-41;25;982;915;-610;-305;
74184;-17;39;1031;-41;25;978;915;-610;-305;
74190;-13;41;1031;-42;25;981;915;-671;-366;
74196;-15;39;1025;-42;25;981;915;-671;-366;
74202;-11;42;1031;-44;24;981;915;-671;-305;
74208;-11;41;1029;-44;24;981;915;-671;-305;
74214;-13;39;1031;-42;26;979;976;-610;-305;
74220;-15;39;1031;-40;24;980;976;-610;-305;
74226;-11;39;1027;-40;24;980;976;-610;-305;
74232;-15;41;1025;-41;23;980;976;-732;-366;
74238;-15;42;1031;-41;23;980;915;-549;-305;
74244;-17;41;1027;-42;24;980;915;-549;-305;
74250;-17;41;1029;-40;25;983;915;-610;-305;
74256;-11;37;1029;-40;25;983;915;-610;-305;
74262;-13;41;1027;-42;26;981;1037;-671;-305;
74268;-15;37;1027;-42;26;981;915;-671;-244;
74274;-11;41;1023;-42;26;979;976;-671;-305;
74280;-11;37;1029;-43;26;980;976;-671;-305;
74286;-15;44;1029;-43;26;980;976;-671;-305;
74292;-13;42;1029;-42;23;980;976;-671;-305;
74298;-19;39;1029;-42;23;980;915;-610;-244;
74304;-17;41;1029;-41;25;978;915;-610;-244;
74310;-17;39;1029;-41;24;979;915;-610;-244;
74316;-11;41;1029;-41;24;979;915;-610;-244;
74322;-15;42;1025;-41;24;983;915;-671;-305;
74328;-15;39;1023;-41;24;983;854;-610;-305;
74334;-15;42;1025;-42;24;980;915;-671;-305;
74340;-11;37;1029;-42;25;980;854;-610;-305;
74346;-15;42;1027;-42;25;980;854;-610;-305;
74352;-11;42;1029;-42;25;980;854;-610;-305;
74358;-11;41;1025;-42;25;980;854;-671;-305;
74364;-21;44;1031;-40;26;982;854;-671;-305;
74370;-17;35;1031;-46;26;983;976;-671;-305;
74376;-11;41;1027;-46;26;983;976;-671;-305;
74382;-13;41;1029;-41;25;980;915;-671;-366;
74388;-13;39;1025;-41;25;980;915;-671;-305;
74394;-15;41;1023;-43;25;980;976;-610;-305;
74400;-7;41;1029;-43;26;980;976;-610;-305;
74406;-9;41;1029;-43;26;980;976;-610;-305;
74412;-15;39;1025;-42;24;980;976;-671;-305;
74418;-17;42;1025;-42;24;980;976;-671;-366;
74424;-13;39;1027;-42;24;979;976;-671;-366;
74430;-19;42;1033;-43;24;983;915;-671;-305;
74436;-13;37;1025;-43;24;983;915;-671;-305;
74442;-9;41;1027;-40;24;979;976;-671;-305;
74448;-21;41;1033;-40;24;979;976;-610;-366;
74454;-15;39;1027;-44;24;977;915;-671;-366;
74460;-11;37;1027;-44;24;980;915;-671;-366;
74466;-13;39;1033;-44;24;980;915;-671;-366;
74472;-15;41;1027;-43;24;980;915;-732;-305;
74478;-11;35;1027;-43;24;980;915;-732;-244;
74484;-13;42;1031;-43;25;980;915;-732;-244;
74490;-15;41;1031;-41;27;978;915;-671;-305;
74496;-19;39;1025;-41;27;978;915;-671;-305;
74502;-13;41;1029;-41;25;978;1037;-671;-305;
74508;-13;42;1025;-41;25;978;915;-671;-244;
74514;-15;41;1029;-42;26;979;915;-671;-305;
74520;-11;39;1029;-39;24;979;915;-671;-305;
74526;-15;39;1025;-39;24;979;915;-671;-305;
74532;-17;37;1033;-41;23;981;976;-610;-305;
74538;-15;42;1033;-41;23;981;976;-610;-305;
74544;-17;39;1031;-42;24;981;976;-610;-244;
74550;-19;41;1031;-43;23;979;915;-671;-244;
74556;-13;39;1029;-43;23;979;915;-671;-244;
74562;-7;41;1031;-41;25;982;854;-732;-366;
74568;-17;42;1025;-41;25;982;854;-732;-366;
74574;-13;39;1025;-41;25;980;854;-610;-305;
74580;-17;37;1027;-41;25;977;854;-610;-305;
74586;-9;39;1025;-41;25;977;854;-610;-305;
74592;-13;35;1033;-42;26;981;1037;-671;-305;
74598;-15;39;1031;-42;26;981;1037;-671;-305;
74604;-13;41;1031;-41;24;979;976;-732;-366;
74610;-19;39;1031;-43;24;981;915;-610;-305;
74616;-17;42;1031;-43;24;981;915;-610;-305;
74622;-15;37;1027;-41;24;983;854;-671;-305;
74628;-11;37;1029;-41;24;983;854;-671;-305;
74634;-13;37;1029;-43;25;981;976;-549;-244;
74640;-15;39;1027;-40;24;980;976;-549;-244;
74646;-11;41;1025;-40;26;979;976;-671;-305;
74652;-17;39;1025;-40;26;979;976;-671;-305;
74658;-13;42;1037;-40;26;979;976;-671;-305;
74664;-15;42;1033;-40;26;979;976;-671;-305;
74670;-13;37;1031;-40;26;981;915;-793;-366;
74676;-15;41;1029;-40;26;981;915;-793;-366;
74682;-13;42;1029;-41;27;980;976;-732;-305;
74688;-17;37;1029;-41;27;980;976;-732;-305;
74694;-9;41;1031;-41;25;983;854;-610;-305;
74700;-17;39;1027;-41;24;980;854;-610;-305;
74706;-17;37;1025;-41;24;980;854;-610;-305;
74712;-19;37;1029;-41;25;979;854;-732;-366;
74718;-17;39;1021;-41;25;979;854;-732;-366;
74724;-19;39;1033;-42;27;981;976;-732;-366;
74730;-17;41;1029;-43;25;980;915;-671;-305;
74736;-17;44;1029;-43;25;980;915;-671;-305;
74742;-13;39;1027;-41;23;980;976;-671;-305;
74748;-17;39;1031;-41;23;980;976;-671;-305;
74754;-13;37;1029;-42;23;981;915;-671;-366;
74760;-17;41;1029;-43;23;980;915;-671;-366;
74766;-9;42;1027;-43;23;980;915;-671;-366;
74772;-17;42;1029;-42;27;981;915;-732;-305;
74778;-17;39;1027;-42;27;981;915;-732;-305;
74784;-11;39;1023;-43;25;981;915;-671;-305;
74790;-15;39;1027;-40;25;979;915;-671;-305;
74796;-15;41;1027;-40;25;979;915;-671;-305;
74802;-7;39;1031;-41;24;977;1037;-671;-305;
74808;-15;39;1025;-41;24;977;1037;-671;-305;
74814;-17;39;1025;-41;24;977;915;-732;-366;
74820;-15;41;1033;-42;24;978;915;-732;-366;
74826;-11;39;1027;-42;24;978;915;-732;-366;
74832;-15;44;1027;-42;25;982;1037;-671;-305;
74838;-21;37;1029;-42;25;982;1037;-671;-305;
74844;-15;39;1029;-41;26;979;915;-610;-366;
74850;-17;39;1031;-41;25;977;915;-671;-366;
74856;-7;41;1029;-41;25;977;915;-671;-366;
74862;-15;42;1027;-43;23;978;1037;-671;-305;
74868;-15;42;1025;-43;23;978;1037;-671;-305;
74874;-17;42;1027;-44;24;980;915;-610;-305;
74880;-19;42;1029;-41;26;981;915;-610;-305;
74886;-17;41;1029;-41;26;981;915;-610;-305;
74892;-15;35;1031;-40;25;985;915;-671;-366;
74898;-15;37;1027;-40;25;985;915;-671;-366;
74904;-15;35;1025;-43;24;978;854;-610;-305;
74910;-11;41;1027;-42;24;977;1037;-671;-305;
74916;-13;46;1027;-42;24;977;1037;-671;-305;
74922;-9;39;1025;-42;24;979;915;-671;-305;
74928;-15;46;1035;-42;24;979;915;-671;-305;
74934;-17;39;1023;-44;24;981;976;-610;-244;
74940;-9;42;1021;-42;25;979;976;-610;-244;
74946;-15;33;1029;-42;25;979;976;-610;-244;
74952;-11;41;1025;-40;26;976;915;-671;-305;
74958;-15;42;1025;-40;26;976;915;-671;-305;
74964;-13;42;1025;-41;24;978;854;-671;-305;
74970;-17;41;1029;-43;24;979;854;-671;-366;
74976;-15;41;1029;-43;24;979;854;-671;-366;
74982;-13;41;1023;-42;25;981;915;-732;-305;
74988;-15;41;1031;-42;25;981;915;-732;-305;
74994;-15;39;1025;-39;23;979;915;-671;-305;
75000;-17;41;1035;-42;24;979;915;-671;-305;
75006;-17;37;1023;-42;24;979;915;-671;-305;
75012;-11;37;1029;-41;26;981;915;-732;-305;
75018;-15;39;1027;-41;26;981;915;-732;-305;
75024;-13;39;1029;-42;23;981;915;-671;-305;
75030;-13;37;1033;-42;23;979;915;-610;-305;
75036;-13;41;1031;-42;23;979;915;-610;-305;
75042;-17;39;1031;-43;23;980;854;-671;-244;
75048;-13;41;1029;-43;23;980;854;-671;-244;
75054;-13;41;1025;-41;23;983;976;-610;-305;
75060;-13;37;1033;-40;23;981;976;-610;-305;
75066;-15;42;1027;-40;23;981;976;-610;-305;
75072;-19;41;1031;-41;24;980;976;-610;-305;
75078;-17;35;1029;-41;24;980;976;-610;-305;
75084;-13;42;1027;-42;24;980;976;-671;-305;
75090;-19;41;1031;-43;24;980;915;-610;-305;
75096;-15;44;1031;-43;24;980;915;-610;-305;
75102;-19;44;1031;-42;25;980;915;-732;-366;
75108;-11;41;1033;-42;25;980;915;-732;-366;
75114;-11;41;1031;-42;25;983;976;-610;-366;
75120;-9;42;1031;-41;24;981;976;-610;-366;
75126;-13;39;1027;-41;24;981;976;-610;-366;
75132;-21;41;1025;-43;24;981;915;-671;-305;
75138;-17;42;1023;-43;24;981;915;-671;-305;
75144;-15;35;1033;-43;22;978;915;-610;-305;
75150;-15;37;1029;-43;24;981;854;-610;-305;
75156;-11;39;1031;-43;24;981;854;-610;-305;
75162;-15;39;1033;-40;25;981;854;-610;-305;
75168;-17;33;1029;-40;25;981;854;-610;-305;
75174;-15;37;1025;-39;24;979;976;-671;-244;
75180;-15;41;1027;-41;25;981;976;-671;-244;
75186;-15;42;1031;-43;22;980;915;-610;-366;
75192;-23;41;1023;-43;22;980;915;-610;-366;
75198;-15;39;1033;-43;22;980;915;-610;-366;
75204;-21;39;1027;-43;22;980;915;-610;-366;
75210;-11;42;1029;-43;25;981;854;-549;-366;
75216;-19;44;1023;-43;25;981;854;-549;-366;
75222;-15;41;1031;-42;25;979;915;-610;-366;
75228;-15;35;1037;-42;25;979;915;-610;-366;
75234;-7;39;1029;-44;25;978;1037;-610;-305;
75240;-15;37;1027;-43;25;979;1037;-610;-305;
75246;-9;39;1027;-43;25;979;1037;-610;-305;
75252;-15;37;1029;-42;24;980;976;-732;-305;
75258;-13;39;1027;-42;24;980;976;-732;-305;
75264;-11;39;1031;-40;25;982;915;-671;-305;
75270;-17;41;1031;-40;24;981;976;-610;-305;
75276;-17;42;1025;-40;24;981;976;-610;-305;
75282;-7;44;1023;-41;26;979;1037;-671;-305;
75288;-13;39;1029;-41;26;979;1037;-671;-305;
75294;-19;41;1029;-41;26;980;976;-671;-305;
75300;-13;41;1029;-42;27;978;854;-671;-305;
75306;-19;37;1035;-42;27;978;854;-671;-305;
75312;-13;39;1031;-41;27;979;854;-671;-305;
75318;-15;39;1033;-41;27;979;854;-671;-305;
75324;-13;41;1029;-43;24;983;915;-671;-305;
75330;-17;41;1023;-42;22;978;915;-671;-366;
75336;-15;41;1033;-42;22;978;915;-671;-366;
75342;-13;37;1027;-40;24;980;854;-610;-366;
75348;-13;39;1031;-40;24;980;854;-610;-366;
75354;-11;39;1025;-40;24;979;854;-671;-305;
75360;-17;44;1031;-45;24;978;976;-671;-305;
75366;-13;39;1027;-45;24;978;976;-671;-305;
75372;-13;39;1031;-42;24;982;915;-610;-305;
75378;-19;39;1025;-42;24;982;915;-610;-305;
75384;-15;39;1025;-39;24;978;915;-610;-305;
75390;-13;39;1023;-41;25;979;915;-671;-305;
75396;-17;41;1027;-41;25;979;915;-671;-305;
75402;-11;42;1031;-41;24;978;976;-793;-305;
75408;-15;42;1029;-41;24;978;976;-793;-305;
75414;-13;39;1027;-41;26;980;854;-732;-366;
75420;-11;44;1027;-41;25;978;854;-610;-366;
75426;-19;39;1029;-41;25;978;854;-610;-366;
75432;-21;44;1027;-42;23;975;976;-610;-427;
75438;-7;39;1027;-42;23;975;976;-610;-427;
75444;-15;41;1025;-43;25;979;976;-610;-366;
75450;-15;42;1027;-42;27;980;915;-610;-305;
75456;-13;39;1027;-42;27;980;915;-610;-305;
75462;-11;35;1033;-43;25;980;976;-549;-244;
75468;-13;41;1025;-43;25;980;976;-549;-244;
75474;-19;39;1029;-44;24;981;976;-671;-305;
75480;-13;37;1027;-41;23;981;915;-732;-305;
75486;-17;41;1029;-41;23;981;915;-732;-305;
75492;-11;41;1031;-42;27;980;915;-671;-366;
75498;-15;39;1025;-42;27;980;915;-671;-366;
75504;-19;33;1023;-40;25;980;976;-671;-305;
75510;-13;42;1027;-41;25;981;915;-610;-366;
75516;-19;41;1031;-41;25;981;915;-610;-366;
75522;-13;39;1031;-44;25;983;1037;-671;-366;
75528;-11;41;1027;-44;25;983;1037;-671;-366;
75534;-17;42;1027;-42;24;981;976;-610;-366;
75540;-19;42;1027;-42;25;982;915;-671;-366;
75546;-15;37;1031;-42;25;982;915;-671;-366;
75552;-17;42;1025;-40;24;980;976;-671;-305;
75558;-17;41;1027;-40;24;980;976;-671;-305;
75564;-15;44;1027;-43;25;977;976;-610;-305;
75570;-9;41;1025;-43;26;979;1037;-671;-305;
75576;-17;44;1029;-43;26;979;1037;-671;-305;
75582;-19;44;1025;-42;24;979;976;-671;-366;
75588;-9;42;1035;-42;24;979;976;-671;-366;
75594;-11;39;1033;-41;25;978;854;-671;-305;
75600;-13;44;1023;-42;26;980;976;-610;-244;
75606;-15;41;1023;-42;26;980;976;-610;-244;
75612;-11;41;1027;-43;27;980;976;-610;-183;
75618;-13;39;1029;-43;27;980;976;-610;-183;
75624;-13;39;1027;-41;26;981;976;-671;-305;
75630;-17;39;1027;-42;24;978;915;-671;-305;
75636;-13;42;1027;-42;24;978;915;-671;-305;
75642;-17;39;1025;-42;25;978;854;-671;-244;
75648;-11;44;1025;-42;25;978;854;-671;-244;
75654;-15;42;1029;-42;23;977;1037;-671;-305;
75660;-15;41;1029;-42;24;978;1037;-610;-305;
75666;-11;41;1031;-42;24;978;1037;-610;-305;
75672;-13;39;1029;-43;26;978;915;-549;-305;
75678;-17;42;1027;-43;26;978;915;-549;-305;
75684;-17;37;1029;-41;25;982;976;-671;-366;
75690;-13;39;1029;-42;25;982;915;-610;-244;
75696;-19;39;1033;-42;25;982;915;-610;-244;
75702;-13;41;1033;-42;25;976;976;-671;-305;
75708;-11;41;1031;-42;25;976;976;-671;-305;
75714;-15;44;1029;-40;25;979;976;-671;-366;
75720;-17;42;1029;-42;26;979;915;-549;-366;
75726;-11;44;1025;-42;26;979;915;-549;-366;
75732;-13;44;1027;-41;25;977;854;-610;-305;
75738;-11;41;1027;-41;25;977;854;-610;-305;
75744;-7;42;1029;-39;25;978;854;-671;-366;
75750;-19;42;1027;-42;26;980;976;-610;-305;
75756;-17;41;1029;-42;26;980;976;-610;-305;
75762;-15;37;1031;-44;24;979;915;-671;-366;
75768;-17;41;1027;-44;24;979;915;-671;-366;
75774;-7;44;1027;-43;24;978;854;-610;-305;
75780;-19;35;1029;-42;25;977;976;-671;-244;
75786;-11;39;1029;-42;27;981;915;-732;-366;
75792;-17;41;1029;-42;27;981;915;-732;-366;
75798;-5;41;1025;-42;27;981;915;-732;-366;
75804;-11;41;1029;-42;27;981;915;-732;-366;
75810;-9;39;1027;-42;24;982;976;-732;-366;
75816;-17;41;1029;-42;24;982;976;-732;-366;
75822;-21;41;1029;-40;24;976;1037;-671;-305;
75828;-11;39;1027;-40;24;976;1037;-671;-305;
75834;-15;42;1033;-44;25;979;1037;-732;-305;
75840;-13;46;1029;-43;25;984;976;-671;-305;
75846;-21;41;1029;-41;24;982;976;-671;-305;
75852;-19;37;1021;-41;24;982;976;-671;-305;
75858;-15;41;1029;-41;24;982;976;-671;-305;
75864;-13;42;1025;-40;25;980;915;-671;-366;
75870;-13;37;1027;-40;25;980;854;-671;-366;
75876;-11;37;1031;-42;23;979;854;-671;-366;
75882;-13;37;1027;-42;26;979;915;-610;-244;
75888;-19;41;1031;-42;26;979;915;-610;-244;
75894;-17;39;1025;-42;24;980;915;-671;-305;
75900;-9;41;1031;-41;24;979;915;-671;-305;
75906;-13;41;1027;-41;24;979;915;-671;-305;
75912;-9;35;1027;-40;27;978;976;-549;-305;
75918;-13;42;1029;-40;27;978;976;-549;-305;
75924;-17;37;1029;-43;26;976;976;-732;-305;
75930;-13;42;1027;-43;26;976;915;-671;-305;
75936;-13;41;1029;-42;23;979;915;-671;-305;
75942;-15;39;1025;-44;23;982;915;-610;-366;
75948;-15;37;1029;-44;23;982;915;-610;-366;
75954;-9;35;1025;-42;25;980;976;-671;-244;
75960;-15;42;1031;-45;24;981;976;-732;-305;
75966;-13;44;1031;-45;24;981;976;-732;-305;
75972;-11;42;1027;-43;23;980;915;-610;-305;
75978;-13;39;1031;-43;23;980;915;-610;-305;
75984;-13;42;1027;-41;26;979;915;-610;-366;
75990;-17;35;1025;-41;26;979;1037;-671;-244;
75996;-13;39;1025;-40;26;982;1037;-671;-244;
76002;-15;48;1031;-40;26;981;915;-610;-305;
76008;-13;41;1031;-40;26;981;915;-610;-305;
76014;-17;46;1019;-41;25;981;976;-671;-366;
76020;-13;39;1021;-44;25;981;854;-671;-366;
76026;-17;42;1023;-44;25;981;854;-671;-366;
76032;-19;39;1031;-42;25;982;854;-671;-366;
76038;-11;41;1025;-42;25;982;854;-671;-366;
76044;-13;42;1029;-42;25;982;976;-732;-366;
76050;-15;44;1031;-42;25;982;915;-671;-305;
76056;-17;44;1027;-43;24;980;915;-671;-305;
76062;-15;41;1031;-42;25;981;854;-610;-305;
76068;-11;39;1029;-42;25;981;854;-610;-305;
76074;-7;39;1033;-42;25;980;915;-671;-305;
76080;-15;41;1025;-43;24;978;915;-671;-366;
76086;-9;42;1029;-43;24;978;915;-671;-366;
76092;-21;39;1027;-42;24;980;915;-610;-244;
76098;-13;39;1033;-42;24;980;915;-610;-244;
76104;-13;44;1025;-41;25;978;915;-732;-305;
76110;-11;41;1031;-41;25;978;915;-732;-305;
76116;-9;39;1029;-41;25;979;915;-732;-305;
76122;-9;44;1023;-41;23;980;915;-671;-305;
76128;-13;37;1029;-41;23;980;915;-671;-305;
76134;-23;39;1029;-42;25;979;915;-671;-366;
76140;-17;41;1035;-40;24;981;976;-671;-366;
76146;-17;42;1025;-40;24;981;976;-671;-366;
76152;-21;35;1029;-42;25;981;976;-610;-366;
76158;-9;37;1031;-42;25;981;976;-610;-366;
76164;-19;41;1029;-44;24;982;1037;-549;-305;
76170;-13;42;1029;-44;24;982;976;-671;-244;
76176;-15;41;1031;-41;26;979;976;-671;-244;
76182;-15;39;1027;-44;26;980;976;-671;-305;
76188;-11;41;1027;-44;26;980;976;-671;-305;
76194;-9;41;1027;-43;24;976;976;-671;-305;
76200;-17;46;1027;-41;25;980;915;-671;-244;
76206;-13;37;1027;-41;25;980;915;-671;-244;
76212;-17;39;1027;-41;24;975;976;-732;-183;
76218;-13;42;1027;-41;24;975;976;-732;-183;
76224;-13;39;1033;-44;25;977;1098;-610;-305;
76230;-11;39;1033;-44;25;977;915;-671;-305;
76236;-15;39;1029;-43;27;980;915;-671;-305;
76242;-15;42;1027;-42;25;982;915;-671;-305;
76248;-13;37;1033;-42;25;982;915;-671;-305;
76254;-9;44;1029;-40;24;979;854;-732;-244;
76260;-15;42;1027;-41;24;976;976;-732;-305;
76266;-19;37;1031;-41;24;976;976;-732;-305;
76272;-19;42;1029;-42;24;980;976;-732;-366;
76278;-19;39;1031;-42;24;980;976;-732;-366;
76284;-17;41;1025;-42;26;979;915;-671;-366;
76290;-19;46;1033;-42;26;979;915;-671;-366;
76296;-17;41;1031;-41;25;979;915;-671;-305;
76302;-13;37;1033;-40;23;983;915;-671;-305;
76308;-15;42;1033;-40;23;983;915;-671;-305;
76314;-11;39;1029;-42;21;980;854;-671;-244;
76320;-11;42;1025;-41;25;982;854;-610;-305;
76326;-11;37;1035;-42;26;982;854;-610;-305;
76332;-11;39;1027;-40;25;981;915;-610;-366;
76338;-11;41;1033;-40;25;981;915;-610;-366;
76344;-17;41;1029;-40;25;981;915;-610;-366;
76350;-15;41;1025;-40;25;981;915;-610;-366;
76356;-9;41;1029;-43;23;982;976;-732;-305;
76362;-13;39;1025;-41;24;981;915;-610;-305;
76368;-13;37;1027;-41;24;981;915;-610;-305;
76374;-11;39;1027;-43;24;978;976;-671;-305;
